USDOT,MC_docket#,entity_type,operating_status,out_of_service,legal_name,dba_name,contact_name,physical_address,physical_city,physical_state,physical_zip,business_phone,mobile_number,email_address,mailing_address,mailing_city,mailing_state,mailing_zip,power units,drivers,mcs 150,Mileage (Year),operation_classification,carrier_operation,cargo_carried
3374731,,CARRIER,NOT AUTHORIZED,None,IJEM TRANSPORT INC,,,3236 SAN FRANCISCO AVE,LONG BEACH,CA,90806,(562) 833-7793,,,3236 SAN FRANCISCO AVE,LONG BEACH,CA,90806-1216,1,1,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374732,,CARRIER,NOT AUTHORIZED,None,TALHI TRANSPORT INC,,,4918 MOORCROFT CIR,STOCKTON,CA,95206,(909) 509-1010,,,4918 MOORCROFT CIR,STOCKTON,CA,95206-6154,1,1,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374733,,CARRIER,ACTIVE,None,SALVADOR AYON,SALVADOR AYON TRUCKING,,6150 N PARAMOUNT BLVD,LONG BEACH,CA,90805-3712,(626) 200-3714,,,275 S CAMPUS AVE,UPLAND,CA,91786-6834,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Intermodal Cont., "
3374736,,CARRIER,NOT AUTHORIZED,None,OS XPRESS LLC,,,2790 NOSTALGIA ST,MANTECA,CA,95337,(510) 557-0445,,,2790 NOSTALGIA ST,MANTECA,CA,95337-8698,1,1,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374738,,CARRIER,ACTIVE,None,CRUTCH TRUCKING COMPANY LLC,,,16693 MESA ST,HESPERIA,CA,92345-2138,(951) 742-2479,,,16693 MESA ST,HESPERIA,CA,92345-2138,1,2,2019-12-27,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374744,,CARRIER,ACTIVE,None,S JAUREGUI TRUCKING,,,928 OLIVE AVE,NATIONAL CITY,CA,91950-4129,(619) 830-9906,,,928 OLIVE AVE,NATIONAL CITY,CA,91950-4129,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Building Materials, OTHER, "
3374752,,CARRIER,ACTIVE,None,ARMANDA NEWSOME,OMEGA TRANSPORT,,2741 HILLCREST AVE # 242,ANTIOCH,CA,94531-6371,(415) 342-1783,,,2741 HILLCREST AVE # 242,ANTIOCH,CA,94531-6371,3,2,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","US Mail, "
3374756,,CARRIER,NOT AUTHORIZED,None,LEBE TRANS INC,,,2606 W MADISON CIR,ANAHEIM,CA,92801,(909) 720-2727,,,680 BREA CANYON RD STE 208,WALNUT,CA,91789-3005,1,1,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374759,,CARRIER,ACTIVE,None,ROAD INC,,,1819 JOAN WAY APT 8,SANTA CLARA,CA,95050-3632,(559) 473-9555,,,1819 JOAN WAY APT 8,SANTA CLARA,CA,95050-3632,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374766,,CARRIER,NOT AUTHORIZED,None,GO ARMS TRANS INC,,,16503 TRISTAN CT,WHITTIER,CA,90603,(909) 720-2727,,,680 BREA CANYON RD STE 208,WALNUT,CA,91789-3005,1,1,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374767,,CARRIER,NOT AUTHORIZED,None,BAJWA TRANS LLC,,,1765 LANDESS AVE,MILPITAS,CA,95035,(408) 771-1840,,,1765 LANDESS AVE,MILPITAS,CA,95035-7019,1,1,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374769,,CARRIER,NOT AUTHORIZED,None,PUNIAN TRUCKING INC,,,2353 PRUNERIDGE AVE APT 12,SANTA CLARA,CA,95050,(669) 888-6148,,,2353 PRUNERIDGE AVE APT 12,SANTA CLARA,CA,95050-6455,1,1,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374770,,CARRIER,NOT AUTHORIZED,None,DOX EXPRESS INC,,,970 MAGNOLIA AVE APT 309,LOS ANGELES,CA,90006,(909) 720-2727,,,680 BREA CANYON RD STE 208,WALNUT,CA,91789-3005,1,1,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374771,,CARRIER,NOT AUTHORIZED,None,PHONG HA GIA PHAM,GIA PHONG TRUCKING,,5421 CRITTENDEN ST,OAKLAND,CA,94601,(510) 338-5040,,,5421 CRITTENDEN ST,OAKLAND,CA,94601-5712,1,1,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374774,,CARRIER,NOT AUTHORIZED,None,SIMMON TRUCKING INC,,,860 S ARDMORE AVE APT 109,LOS ANGELES,CA,90005,(909) 720-2727,,,680 BREA CANYON RD STE 208,WALNUT,CA,91789-3005,1,1,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374776,,CARRIER,ACTIVE,None,A1-TRUCKER INC,,,3634 E IMPERIAL HWY,LYNWOOD,CA,90262-2609,(323) 358-9039,,,3634 E IMPERIAL HWY,LYNWOOD,CA,90262-2609,2,4,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Intermodal Cont., "
3374792,,CARRIER,NOT AUTHORIZED,None,TANISHA RAJ,RED LINE TRANSPORT,,6465 WEST LN APT 199,STOCKTON,CA,95210,(209) 390-7995,,,6465 WEST LN APT 199,STOCKTON,CA,95210-3398,1,4,2019-12-27,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374803,,CARRIER,ACTIVE,None,JAK EXPRESS INC,,,4727 STUVELING ST,PHELAN,CA,92371-8890,(714) 864-4998,,,4727 STUVELING ST,PHELAN,CA,92371-8890,1,1,2019-12-28,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Intermodal Cont., "
3374810,,CARRIER,ACTIVE,None,R DELIVERIES,,,396 S CALIFORNIA AVE UNIT 324,WEST COVINA,CA,91793-3412,(562) 674-6637,,,396 S CALIFORNIA AVE UNIT 324,WEST COVINA,CA,91793-3412,1,4,2019-12-28,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Household Goods, "
3374825,,CARRIER,ACTIVE,None,SLICK LP INC,,,2173 CALIFORNIA ST APT 5,REDDING,CA,96001-2651,(530) 356-7817,,,2173 CALIFORNIA ST APT 5,REDDING,CA,96001-2651,1,1,2019-12-28,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3374841,,CARRIER,ACTIVE,None,PEREZCHICA & SONS LLC,,,898 W TULARE RD,LINDSAY,CA,93247-1437,(661) 619-1848,,,898 W TULARE RD,LINDSAY,CA,93247-1437,2,2,2019-12-28,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Fresh Produce, Commodities Dry Bulk, "
3374854,,CARRIER,ACTIVE,None,R CERVANTES TRUCKING INC,,,559 S BACKTON AVE,LA PUENTE,CA,91744-5707,(626) 392-8948,,,559 S BACKTON AVE,LA PUENTE,CA,91744-5707,1,1,2019-12-28,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374861,,CARRIER,NOT AUTHORIZED,None,JAPJI TRANS INC,,,2371 RIO GRANDE DR,TRACY,CA,95377,(661) 447-9288,,,2371 RIO GRANDE DR,TRACY,CA,95377-8471,1,1,2019-12-28,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374868,,CARRIER,NOT AUTHORIZED,None,NETO EXPRESS LLC,,,7536 GOODLAND AVE,HOLLYWOOD,CA,91605,(818) 325-5615,,,7536 GOODLAND AVE,HOLLYWOOD,CA,91605-2036,1,1,2019-12-28,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374870,,CARRIER,NOT AUTHORIZED,None,SAJJAD ALI,H&H TRUCKING,,8417 KILTIE WAY,STOCKTON,CA,95210,(209) 200-2360,,,8417 KILTIE WAY,STOCKTON,CA,95210-2342,1,1,2019-12-28,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374876,,CARRIER,NOT AUTHORIZED,None,YORK TRANS INC,,,2110 PROMISE WAY,SACRAMENTO,CA,95835,(916) 430-3594,,,2110 PROMISE WAY,SACRAMENTO,CA,95835-2103,1,1,2019-12-28,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374882,,CARRIER,ACTIVE,None,LIZOD TRANSPORT SERVICES LLC,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,(714) 710-3022,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,1,1,2019-12-28,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374904,,CARRIER,ACTIVE,None,EDDIE-TAKER TRUCKING LLC,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,(562) 618-8412,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,1,1,2019-12-28,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374906,,CARRIER,NOT AUTHORIZED,None,CHP TECH INC,,,65071 CLIFF CIR,DSRT HOT SPGS,CA,92240,(310) 634-6938,,,65071 CLIFF CIR,DSRT HOT SPGS,CA,92240-1445,1,1,2019-12-28,,"Auth. For Hire, ","Interstate, ","General Freight, "
3374908,,CARRIER,ACTIVE,None,CMA TRUCKING LLC,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,(562) 253-4152,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,1,1,2019-12-28,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374913,,CARRIER,ACTIVE,None,PKA'S TRUCKING LLC,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,(213) 494-7314,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,1,1,2019-12-28,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374915,,CARRIER,ACTIVE,None,J A TRUCKING LLC,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,(323) 598-9399,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,1,1,2019-12-28,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374916,,CARRIER,ACTIVE,None,PIMENTEL TRANSPORTATION LLC,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,(231) 494-7314,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,1,1,2019-12-28,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374917,,CARRIER,ACTIVE,None,MAKAYA'S LOGISTICS LLC,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,(323) 972-4299,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,1,1,2019-12-28,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374919,,CARRIER,ACTIVE,None,TEMO TRUCKING INC,,,474 NATIVIDAD RD,SALINAS,CA,93906-1403,(831) 756-3846,,,474 NATIVIDAD RD,SALINAS,CA,93906-1403,1,1,2019-12-28,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Garbage/Refuse, "
3374923,,CARRIER,ACTIVE,None,PAPA'KAR LOGISTICS LLC,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,(213) 494-7314,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,1,1,2019-12-28,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374925,,CARRIER,ACTIVE,None,SNOOPY TRUCKING LLC,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,(213) 494-7314,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,1,1,2019-12-28,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374927,,CARRIER,NOT AUTHORIZED,None,CHACON TRANSPORT LLC,,,215 S IRIS ST,SN BERNRDNO,CA,92410,(909) 999-4765,,,215 S IRIS ST,SN BERNRDNO,CA,92410-2270,1,1,2019-12-28,,"Auth. For Hire, ","Interstate, ","General Freight, Intermodal Cont., "
3374945,,CARRIER,ACTIVE,None,ESPERANZA TRUCKING SERVICES LLC,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,(213) 494-7314,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,1,1,2019-12-28,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374947,,CARRIER,ACTIVE,None,KRL TRUCKING LLC,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,(213) 494-7314,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,1,1,2019-12-28,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3374949,,CARRIER,ACTIVE,None,GALLO TRANSPORT LLC,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,(213) 494-7314,,,3377 CALIFORNIA AVE,SIGNAL HILL,CA,90755-4605,1,1,2019-12-29,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
