USDOT,MC_docket#,entity_type,operating_status,out_of_service,legal_name,dba_name,contact_name,physical_address,physical_city,physical_state,physical_zip,business_phone,mobile_number,email_address,mailing_address,mailing_city,mailing_state,mailing_zip,power units,drivers,mcs 150,Mileage (Year),operation_classification,carrier_operation,cargo_carried
3365809,,CARRIER,ACTIVE,None,L&G TRADE & SERVICES INC,L&G TRADE|L&G TRADE AND SERVICES,,667 EL PARQUE DR,EL PASO,TX,79912-2218,(915) 479-6320,,,667 EL PARQUE DR,EL PASO,TX,79912-2218,1,1,2019-12-05,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Construction, "
3365812,,CARRIER,ACTIVE,None,TEXCON ENTERPRISES LLC,S A I TRANSPORTATION,,9123 SILVERTON STAR LN,HOUSTON,TX,77070-2141,(832) 933-6622,,,9123 SILVERTON STAR LN,HOUSTON,TX,77070-2141,2,2,2019-12-05,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3365824,,CARRIER,NOT AUTHORIZED,None,VLK LLC,,,2365 APOLLO RD APT 901,GARLAND,TX,75044,(469) 336-0505,,,2365 APOLLO RD APT 901,GARLAND,TX,75044-6331,1,1,2019-12-05,,"Auth. For Hire, ","Interstate, ","General Freight, "
3365826,,CARRIER,ACTIVE,None,DG & J GONZALEZ LLC,,,18204 CHISHOLM TRL APT 921,HOUSTON,TX,77060-1131,(832) 597-4286,,,18204 CHISHOLM TRL APT 921,HOUSTON,TX,77060-1131,1,2,2019-12-05,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Garbage/Refuse, "
3365835,,CARRIER,ACTIVE,None,PAULA & JULIA TRANSPORT LLC,J & P TRANSPORT,,2233 SE MILITARY DR APT 204,SAN ANTONIO,TX,78223-3545,(210) 777-0680,,,2233 SE MILITARY DR APT 204,SAN ANTONIO,TX,78223-3545,1,1,2019-12-05,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","DIRT SAND & GRAV, "
3365842,,CARRIER,NOT AUTHORIZED,None,3RS TOURISM LLC,,,900 NE 2ND ST,ANDREWS,TX,79714,(432) 232-3029,,,900 NE 2ND ST,ANDREWS,TX,79714-4106,1,6,2019-12-05,,"Auth. For Hire, ","Interstate, ","Passengers, "
3365847,,CARRIER,ACTIVE,None,BISMEL CASTELLANOS GUEVARA,CERBERUS TRUCKING,,1201 E MAIN ST APT 231,ROUND ROCK,TX,78664-4584,(512) 487-2988,,,1201 E MAIN ST APT 231,ROUND ROCK,TX,78664-4584,1,1,2019-12-05,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3365885,,CARRIER,NOT AUTHORIZED,None,WING 7 LOGISTICS LLC,,,2718 CLEBURNE STREET UNIT 2,HOUSTON,TX,77004,(405) 792-6946,,,2718 CLEBURNE STREET UNIT 2,HOUSTON,TX,77004,1,2,2019-12-09,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, "
3365903,,CARRIER,NOT AUTHORIZED,None,ROOK MOVES LLC,GRA MATTER EXPRESS,,1821 KENWOOD TER,ARLINGTON,TX,76013,(972) 805-3566,,,1821 KENWOOD TER,ARLINGTON,TX,76013-6404,1,4,2019-12-05,,"Auth. For Hire, ","Interstate, ","General Freight, Motor Vehicles, "
3365936,,CARRIER,ACTIVE,None,COUTWAN GROUP,,,3030 DUNVALE RD APT 10307,HOUSTON,TX,77063-4490,(832) 360-4380,,,1415 S VOSS RD STE 110,HOUSTON,TX,77057-1000,1,2,2019-12-05,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3366035,,CARRIER,NOT AUTHORIZED,None,COLE CARRIERS,,,317 SWEETGUM DR,CEDAR HILL,TX,75104,(469) 623-6534,,,317 SWEETGUM DR,CEDAR HILL,TX,75104-2988,1,2,2019-12-06,,"Auth. For Hire, ","Interstate, ","General Freight, Household Goods, Metal: sheets, coils, rolls, Fresh Produce, Grain, Feed, Hay, Meat, Commodities Dry Bulk, Refrigerated Food, Beverages, Paper Products, OTHER, "
3366074,,CARRIER,NOT AUTHORIZED,None,D BROOKS LOGISTICS LLC,,,1420 MANTLEBROOK DR,DESOTO,TX,75115,(817) 908-9242,,,1420 MANTLEBROOK DR,DESOTO,TX,75115-2952,1,2,2019-12-06,,"Auth. For Hire, ","Interstate, ","General Freight, "
3366133,,CARRIER,ACTIVE,None,JAMES BRUCE STEPTOE,STEPTOE TRUCKING,,469 2799,SHELBYVILLE,TX,75973-4051,(936) 275-9571,,,469 2799,SHELBYVILLE,TX,75973-4051,1,1,2019-12-06,1 (2019),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, ROCK SAND GRAVEL, "
3366139,,CARRIER,ACTIVE,None,J I R TRANSPORT LLC,,,7615 KITE HILL DR,HOUSTON,TX,77041-1571,(561) 729-6745,,,7615 KITE HILL DR,HOUSTON,TX,77041-1571,1,1,2019-12-06,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3366160,,CARRIER,ACTIVE,None,DADRIAN LAMON JOHNSON,GOLD RUSH TRUCKING,,208 WALTERS ST,LONGVIEW,TX,75603-9473,(903) 931-3116,,,208 WALTERS ST,LONGVIEW,TX,75603-9473,1,1,2019-12-06,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3366176,,CARRIER,NOT AUTHORIZED,None,PACMAN TRANSPORT LLC,,,1121 E OAK AVE,MIDLAND,TX,79705,(915) 261-6988,,,1121 E OAK AVE,MIDLAND,TX,79705-6809,2,6,2019-12-06,,"Auth. For Hire, ","Interstate, ","General Freight, Mobile Homes, "
3366217,,CARRIER,NOT AUTHORIZED,None,C BYRD TRUCKING LLC,,,4714 CAPULIN LN,AMARILLO,TX,79110,(806) 290-4337,,,4714 CAPULIN LN,AMARILLO,TX,79110-2635,1,2,2019-12-06,,"Auth. For Hire, ","Interstate, ","General Freight, Fresh Produce, Meat, Refrigerated Food, Beverages, "
3366304,,CARRIER,ACTIVE,None,DELMA TRANSPORT COMPANY,,,33687 PALOMA DR,SAN BENITO,TX,78586-6866,(956) 908-1500,,,33687 PALOMA DR,SAN BENITO,TX,78586-6866,1,1,2019-12-06,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3366385,,CARRIER,NOT AUTHORIZED,None,RAMON AND SONS,,,3310 LONGMEADE DR,DALLAS,TX,75234-3748,(972) 825-9197,,,3310 LONGMEADE DR,DALLAS,TX,75234-3748,2,2,2019-12-06,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3366401,,CARRIER,ACTIVE,None,RED LETTERS LOGISTICS LLC,,,270 BEASLEY RD,COMBINE,TX,75159-5849,(214) 300-8767,,,270 BEASLEY RD,COMBINE,TX,75159-5849,9,9,2019-12-06,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3366406,,CARRIER,NOT AUTHORIZED,None,REDS TRANSPORTATION LLC,,,3506 MAIN ST,TEXARKANA,TX,75503,(302) 470-1024,,,3506 MAIN ST,TEXARKANA,TX,75503-3660,1,1,2019-12-06,,"Auth. For Hire, ","Interstate, ","General Freight, "
3366419,,CARRIER,NOT AUTHORIZED,None,TURPEN TRANSPORTATION LLC,TURPEN TRANSPORTATION,,522 ASH ST,PLAINVIEW,TX,79072,(806) 729-5504,,,522 ASH ST,PLAINVIEW,TX,79072-8018,1,1,2019-12-06,,"Auth. For Hire, ","Interstate, ","General Freight, "
3366423,,CARRIER,ACTIVE,None,L A M TRANSPORT LLC,,,7901 LEONORA ST APT 43,HOUSTON,TX,77061-1038,(832) 960-9836,,,7901 LEONORA ST APT 43,HOUSTON,TX,77061-1038,1,2,2019-12-06,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Building Materials, "
3366426,,CARRIER,ACTIVE,None,ARBRA JOE WILLIAMS JR,AJW TRANSPORTATION SERVICES,,1307 CALVERT DR,CEDAR HILL,TX,75104-6510,(214) 884-5022,,,1307 CALVERT DR,CEDAR HILL,TX,75104-6510,2,2,2019-12-06,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3366430,,CARRIER,NOT AUTHORIZED,None,RIVE LOGISTICS LLC,,,809 N 46TH ST,MCALLEN,TX,78501,(956) 867-2400,,,809 N 46TH ST,MCALLEN,TX,78501-3742,4,3,2019-12-06,,"Auth. For Hire, ","Interstate, ","General Freight, Building Materials, Beverages, Paper Products, "
3366445,,CARRIER,ACTIVE,None,DARRELL CHILDERS,D & C TRUCKING,,3944 POLK LN,CLEBURNE,TX,76031-8181,(817) 526-0687,,,3944 POLK LN,CLEBURNE,TX,76031-8181,1,1,2019-12-06,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3366446,,CARRIER,NOT AUTHORIZED,None,EJS TRANSPORT LLC,,,3702 S FAIRMONT AVE APT A,PHARR,TX,78577,(956) 627-8684,,,3702 S FAIRMONT AVE APT A,PHARR,TX,78577-4866,1,1,2019-12-06,,"Auth. For Hire, ","Interstate, ","General Freight, Refrigerated Food, "
3366475,,CARRIER,NOT AUTHORIZED,None,GUADALUPE CORREA FRANCO,FRANCO'S TRANSPORT,,2904 CHILTON ST,WESLACO,TX,78596,(956) 420-2058,,,2904 CHILTON ST,WESLACO,TX,78596,2,2,2019-12-06,,"Auth. For Hire, ","Interstate, ","General Freight, "
3366478,,CARRIER,ACTIVE,None,ORTIZ DELIVERY SERVICES LLC,,,5505 FRANCHESCA AVE,EDINBURG,TX,78542-6559,(956) 579-5852,,,5505 FRANCHESCA AVE,EDINBURG,TX,78542-6559,2,4,2019-12-06,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3366573,,CARRIER,NOT AUTHORIZED,None,FLYWELL TRUCKING LLC,,,5100 SUNNYSIDE DR,MIDLAND,TX,79703-5351,(432) 664-7301,,,5100 SUNNYSIDE DR,MIDLAND,TX,79703-5351,2,2,2019-12-07,,"Auth. For Hire, ","Interstate, ","General Freight, Oilfield Equipment, "
3366579,,CARRIER,NOT AUTHORIZED,None,MOUNTAIN MOVERS,,,940 W ROUND GROVE RD APT 916,LEWISVILLE,TX,75067,(903) 701-8929,,,940 W ROUND GROVE RD APT 916,LEWISVILLE,TX,75067-7952,6,12,2019-12-07,,"Auth. For Hire, ","Interstate, ","General Freight, "
3366664,,CARRIER,NOT AUTHORIZED,None,CONFIDENT LOGISTICS LLC,CONFIDENT LOGISTICS,,1847 CARRIAGE HOUSE CIR APT 2701,ARLINGTON,TX,76011,(469) 560-0473,,,1847 CARRIAGE HOUSE CIR APT 2701,ARLINGTON,TX,76011-4441,1,1,2019-12-07,,"Auth. For Hire, ","Interstate, ","General Freight, "
3366673,,CARRIER,ACTIVE,None,RUDY GARICA MENDOZA JR,MENDOZA TRANSPORTATION,,5602 1294,LUBBOCK,TX,79415-7612,(806) 781-6100,,,5602 1294,LUBBOCK,TX,79415-7612,1,1,2019-12-09,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Construction, "
3366677,,CARRIER,NOT AUTHORIZED,None,KINGSMEN TRANSPORT LLC,,,14302 WRANGLER WAY,DALLAS,TX,75253,(972) 595-2377,,,1515 N TOWN EAST BLVD STE 138,MESQUITE,TX,75150-4142,1,1,2019-12-08,,"Auth. For Hire, ","Interstate, ","General Freight, Motor Vehicles, "
3366719,,CARRIER,ACTIVE,None,RED TOP TRANSPORTATION,,,14818 COBO DE BARA CIR,CORP CHRISTI,TX,78418-6908,(361) 815-5308,,,"PO BOX 18672
CORP CHRISTI, TX   78480-8672",,,,1,2,2019-12-08,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Oilfield Equipment, Construction, "
3366733,,CARRIER,NOT AUTHORIZED,None,TEXAS WESTERN XPRESS LLC,,,2400 121 APT 1207,EULESS,TX,76039,(972) 948-1705,,,2400 121 APT 1207,EULESS,TX,76039-4060,1,2,2019-12-08,,"Auth. For Hire, ","Interstate, ","General Freight, "
3366741,,CARRIER,NOT AUTHORIZED,None,428TRANSPORTERS LLC,428TRANSPORTERS,,205 W LANETT DR,DESOTO,TX,75115,(214) 704-2592,,,205 W LANETT DR,DESOTO,TX,75115-4925,1,4,2019-12-08,,"Auth. For Hire, ","Interstate, ","General Freight, "
3366769,,CARRIER,ACTIVE,None,BARKLEY LOGGING,,,112 MOUNT ZION RD,NEW WAVERLY,TX,77358-3743,(936) 438-0117,,,112 MOUNT ZION RD,NEW WAVERLY,TX,77358-3743,1,1,2019-12-08,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Logs, Poles, Beams, Lumber, "
3366826,,CARRIER,NOT AUTHORIZED,None,DVM EXPEDITE TRANSPORTATION LLC,,,3410 ALTURA AVE,EL PASO,TX,79930,(915) 282-4572,,,8900 VISCOUNT BLVD # AN165,EL PASO,TX,79925,1,1,2019-12-09,,"Auth. For Hire, ","Interstate, ","General Freight, "
3366846,,CARRIER,ACTIVE,None,TWO J'S DELIVERY LLC,,,2719 RUIZ ST,SAN ANTONIO,TX,78228-6452,(210) 325-3973,,,2719 RUIZ ST,SAN ANTONIO,TX,78228-6452,1,1,2019-12-09,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Household Goods, "
3366909,,CARRIER,ACTIVE,None,CANO PRO TRUCKING LLC,,,10401 N LAMAR BLVD APT Q202,AUSTIN,TX,78753-2681,(786) 641-9991,,,10401 N LAMAR BLVD APT Q202,AUSTIN,TX,78753-2681,1,1,2019-12-09,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3366912,,CARRIER,ACTIVE,None,REYNALDO DAVID MATHIS,PROFESSIONAL REBAR POOL,,7650 MOONMIST DR APT 33,HOUSTON,TX,77036-4140,(832) 884-0133,,,7650 MOONMIST DR APT 33,HOUSTON,TX,77036-4140,1,1,2019-12-09,1 (2019),"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3366921,,CARRIER,NOT AUTHORIZED,None,LED TRANSPORTATION INC,,,2984 TEMPLE,LAREDO,TX,78043,(956) 516-4407,,,2984 TEMPLE,LAREDO,TX,78043-9343,1,2,2019-12-09,,"Auth. For Hire, ","Interstate, ","General Freight, OTHER, "
3366941,,CARRIER,NOT AUTHORIZED,None,LAWSON GROUP LLC,,,1032 BENTWATER PKWY,CEDAR HILL,TX,75104,(201) 951-0448,,,"PO BOX 292
CEDAR HILL, TX   75106-0292",,,,1,2,2019-12-09,,"Auth. For Hire, ","Interstate, ","General Freight, Fresh Produce, Meat, Refrigerated Food, Paper Products, "
3366947,,CARRIER,ACTIVE,None,GALILEAN LOGISTIC SERVICES LLC,,,105 E 15TH ST,DEL RIO,TX,78840-3531,(469) 233-0209,,,105 E 15TH ST,DEL RIO,TX,78840-3531,1,1,2019-12-09,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3366969,,CARRIER,ACTIVE,None,RICARDO ROQUE,ROQUE TRUCKING,,1802 ESTRADA PKWY APT 1010,IRVING,TX,75061-1121,(214) 549-2374,,,1802 ESTRADA PKWY APT 1010,IRVING,TX,75061-1121,1,1,2019-12-09,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3366970,,CARRIER,NOT AUTHORIZED,None,JEWELL TRUCKING LLC,,,1900 MCKINNEY AVE APT 2103,DALLAS,TX,75201,(469) 478-6222,,,1900 MCKINNEY AVE APT 2103,DALLAS,TX,75201-1726,2,2,2019-12-09,,"Auth. For Hire, ","Interstate, ","General Freight, "
3366978,,CARRIER,ACTIVE,None,ELIESER CAINET LAMOTH,LAMOTH TRUCKING,,7914 N BENTSEN PALM DR,MISSION,TX,78574-4371,(956) 655-0017,,,7914 N BENTSEN PALM DR,MISSION,TX,78574-4371,1,1,2019-12-09,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Building Materials, CEMENT, "
3366998,,CARRIER,NOT AUTHORIZED,None,LONE STAR LOADS LLC,,,930 S ROCKWALL AVE,TERRELL,TX,75160,(469) 652-6821,,,930 S ROCKWALL AVE,TERRELL,TX,75160-4412,2,3,2019-12-09,,"Auth. For Hire, ","Interstate, ","General Freight, "
3367030,,CARRIER,ACTIVE,None,FALCON OILFIELD & TRUCKING SERVICES LLC,,,2319 N CHADBOURNE ST,SAN ANGELO,TX,76903-2926,(325) 658-7989,,,2319 N CHADBOURNE ST,SAN ANGELO,TX,76903-2926,1,1,2019-12-09,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Liquids/Gases, "
3367034,,CARRIER,NOT AUTHORIZED,None,HKAN TRUCKING,,,7503 EDGEVALE CT,HOUSTON,TX,77095,(281) 815-5539,,,7503 EDGEVALE CT,HOUSTON,TX,77095-4088,1,4,2019-12-09,,"Auth. For Hire, ","Interstate, ","General Freight, Metal: sheets, coils, rolls, Motor Vehicles, Drive/Tow away, Logs, Poles, Beams, Lumber, Building Materials, Machinery, Large Objects, Oilfield Equipment, Commodities Dry Bulk, "
3367067,,CARRIER,NOT AUTHORIZED,None,DONALD BRITT JENKINS,DBJ LOGISTICS & SAFETY,,4113 DAWN DR,BENBROOK,TX,76116,(817) 980-3095,,,4113 DAWN DR,BENBROOK,TX,76116-7505,1,1,2019-12-09,,"Auth. For Hire, ","Interstate, ","General Freight, OTHER, "
3367091,,CARRIER,NOT AUTHORIZED,None,J&D EXPRESS TRUCKING LLC,,,1032 VALLEY BROOK LN,GRAND PRAIRIE,TX,75052,(209) 416-8146,,,1032 VALLEY BROOK LN,GRAND PRAIRIE,TX,75052-8841,73,8,2019-12-09,,"Auth. For Hire, ","Interstate, ","General Freight, "
3367147,,CARRIER,NOT AUTHORIZED,None,G3G TRANSPORTAION LLC,,,1704 NOVEL CIR,GARLAND,TX,75040,(555) 555-5555,,,1704 NOVEL CIR,GARLAND,TX,75040-8228,1,2,2019-12-09,,"Auth. For Hire, ","Interstate, ","General Freight, Metal: sheets, coils, rolls, Logs, Poles, Beams, Lumber, Building Materials, Machinery, Large Objects, Grain, Feed, Hay, Garbage/Refuse, Commodities Dry Bulk, Paper Products, Utilities, Construction, "
3367158,,CARRIER,ACTIVE,None,HERIBERTO RAMIREZ CUEVAS,,,4312 FORNEY RD,MESQUITE,TX,75149-2727,(469) 888-0958,,,4312 FORNEY RD,MESQUITE,TX,75149-2727,1,1,2019-12-09,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Building Materials, "
3367232,,CARRIER,NOT AUTHORIZED,None,IMELDA MORALES,TNT,,3438 LIVINGSTON LN,CARROLLTON,TX,75007,(214) 791-8105,,,3438 LIVINGSTON LN,CARROLLTON,TX,75007-3211,1,4,2019-12-09,,"Auth. For Hire, ","Interstate, ","General Freight, "
3367250,,CARRIER,ACTIVE,None,ZACARIAS YANEZ DBA RGV GREASE TRAPPERS,RGV GREASE TRAPPERS,,25 W SAINT CHARLES ST,BROWNSVILLE,TX,78520-5510,(956) 639-5797,,,25 W SAINT CHARLES ST,BROWNSVILLE,TX,78520-5510,"100,010",2,2019-12-09,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Liquids/Gases, "
3367252,,CARRIER,NOT AUTHORIZED,None,M & Y SERVICES LLC,,,4105 BLANCA CIR,MISSION,TX,78574,(956) 358-9369,,,4105 BLANCA CIR,MISSION,TX,78574-4775,1,1,2019-12-09,,"Auth. For Hire, ","Interstate, ","General Freight, Metal: sheets, coils, rolls, Logs, Poles, Beams, Lumber, Building Materials, Machinery, Large Objects, Construction, "
3367278,,CARRIER,ACTIVE,None,GLOBAL DELIVERYS LLC,,,1614 S BROADWAY ST STE 200,CARROLLTON,TX,75006-8913,(855) 479-1382,,,1614 S BROADWAY ST STE 200,CARROLLTON,TX,75006-8913,2,4,2019-12-09,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3367279,,CARRIER,ACTIVE,None,GALLEGOS HOTSHOT LLC,,,681 N SAGINAW BLVD APT 612,SAGINAW,TX,76179-1254,(361) 455-2938,,,681 N SAGINAW BLVD APT 612,SAGINAW,TX,76179-1254,1,1,2019-12-09,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3367322,,CARRIER,ACTIVE,None,DEMYS G ZAMBRANO CENTENO,ZAMBRANO READY MIX,,1002 KATY GAP RD APT 419,KATY,TX,77494-7882,(786) 927-4893,,,1002 KATY GAP RD APT 419,KATY,TX,77494-7882,1,1,2019-12-09,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3367328,,CARRIER,NOT AUTHORIZED,None,YOE AND SONS TRUCKING LLC,,,8075 PORTWOOD RD,AZLE,TX,76020,(682) 225-4829,,,8075 PORTWOOD RD,AZLE,TX,76020-5821,1,1,2019-12-09,,"Auth. For Hire, ","Interstate, ","General Freight, Motor Vehicles, "
3367402,,CARRIER,ACTIVE,None,VLP CHARTER LLC,,,403 NORTHWOOD ST,HOUSTON,TX,77009-5320,(281) 948-1175,,,403 NORTHWOOD ST,HOUSTON,TX,77009-5320,1,2,2019-12-09,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Passengers, "
3367458,,CARRIER,NOT AUTHORIZED,None,OH NATIONAL TRUCKING LLC,,,9888 UNITED DR APT 2007,HOUSTON,TX,77036,(713) 504-4865,,,9888 UNITED DR APT 2007,HOUSTON,TX,77036-3488,1,1,2019-12-09,,"Auth. For Hire, ","Interstate, ","General Freight, Beverages, Paper Products, "
3367516,,CARRIER,NOT AUTHORIZED,None,ROP LOGISTIC LLC,,,411 MAIN ST,MOUNT VERNON,TX,75457,(305) 785-9762,,,411 MAIN ST,MOUNT VERNON,TX,75457-2503,1,1,2019-12-11,,"Auth. For Hire, ","Interstate, ","General Freight, Beverages, Paper Products, Construction, "
3367573,,CARRIER,ACTIVE,None,WITRAGO'S TRUCKING LLC,,,209 WELCH FOLLY LN,ALEDO,TX,76008-1409,(817) 564-5680,,,209 WELCH FOLLY LN,ALEDO,TX,76008-1409,1,1,2019-12-10,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3367625,,CARRIER,ACTIVE,None,IGNACIO OLIVARES,,,3399 SCHROEDER LN,ALVIN,TX,77511-6078,(469) 778-3667,,,287 GREEN OAK DR,MANVEL,TX,77578-1535,1,1,2019-12-11,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","DIRT SAND AND GR, "
3367656,,CARRIER,NOT AUTHORIZED,None,DRIVING BY FAITH TRANSPORT LLC,,,4409 PIZZARO DR,EDINBURG,TX,78542,(817) 258-5044,,,4409 PIZZARO DR,EDINBURG,TX,78542-5595,1,1,2019-12-10,,"Auth. For Hire, ","Interstate, ","General Freight, Metal: sheets, coils, rolls, Building Materials, Agricultural/Farm Supplies, Construction, "
3367657,,CARRIER,ACTIVE,None,CRYSTAL GANDARILLA,,,3622 LOCUST AVE,ODESSA,TX,79762-7751,(432) 258-8059,,,3622 LOCUST AVE,ODESSA,TX,79762-7751,1,1,2019-12-10,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3367658,,CARRIER,ACTIVE,None,NOEL LOPEZ ESCOBAR,R & J HAULING,,674 RANCH RD,SOMERSET,TX,78069-4651,(210) 537-3405,,,1115 W HARLAN AVE,SAN ANTONIO,TX,78211-1515,1,1,2019-12-10,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3367680,,CARRIER,ACTIVE,None,YOLANDA REYES,COWBOY EXPRESS,,20339 1425,LYFORD,TX,78569-2406,(956) 966-0268,,,20339 1425,LYFORD,TX,78569-2406,1,1,2019-12-10,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Grain, Feed, Hay, "
3367705,,CARRIER,ACTIVE,None,WOODARD LOGISTICS LLC,,,615 MAGNOLIA ST,LAKE JACKSON,TX,77566-5408,(979) 665-9667,,,615 MAGNOLIA ST,LAKE JACKSON,TX,77566-5408,1,1,2019-12-10,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Metal: sheets, coils, rolls, Logs, Poles, Beams, Lumber, Building Materials, Machinery, Large Objects, Paper Products, Agricultural/Farm Supplies, Construction, "
3367709,,CARRIER,NOT AUTHORIZED,None,FUTURE TRANSPORTATION & LOGISTICS SOLUTION LLC,,,2525 360 APT 1436,EULESS,TX,76039,(817) 994-5548,,,2525 360 APT 1436,EULESS,TX,76039-8513,1,1,2019-12-10,,"Auth. For Hire, ","Interstate, ","General Freight, Fresh Produce, Meat, Refrigerated Food, Beverages, "
3367763,,CARRIER,NOT AUTHORIZED,None,AIL TRANSPORT LLC,,,1601 TULEY ST,CEDAR HILL,TX,75104,(318) 332-1116,,,1601 TULEY ST,CEDAR HILL,TX,75104-4959,1,1,2019-12-10,,"Auth. For Hire, ","Interstate, ","Motor Vehicles, "
3367777,,CARRIER,NOT AUTHORIZED,None,ONETEL LOGISTICS LLC,,,66 BOTANICAL VISTA DR,THE WOODLANDS,TX,77375,(832) 287-6667,,,66 BOTANICAL VISTA DR,THE WOODLANDS,TX,77375-0152,1,1,2019-12-10,,"Auth. For Hire, ","Interstate, ","General Freight, "
3367780,,CARRIER,ACTIVE,None,CHRISTOPHER S GRUSENDORF,G4 DIRT WORKS,,953 THERESA LN,MOODY,TX,76557-4084,(254) 723-3644,,,953 THERESA LN,MOODY,TX,76557-4084,1,1,2019-12-10,12 (2019),"Auth. For Hire, ","Intrastate Only (Non-HM), ","DIRT GRAVEL, "
3367783,,CARRIER,NOT AUTHORIZED,None,LIGHTSPEED FREIGHT AND LOGISTICS LLC,,,3426 MEADOW DR,SAN ANTONIO,TX,78251,(210) 504-4785,,,3426 MEADOW DR,SAN ANTONIO,TX,78251-1607,1,1,2019-12-10,,"Auth. For Hire, ","Interstate, ","General Freight, "
3367803,,CARRIER,ACTIVE,None,QUICKSTAR TRANSPORTATION INC,,,1419 PERRIN ST,ARLINGTON,TX,76010-7946,(817) 522-1076,,,1419 PERRIN ST,ARLINGTON,TX,76010-7946,4,6,2019-12-10,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Building Materials, Paper Products, OTHER, "
3367807,,CARRIER,ACTIVE,None,GDL HOTSHOT SERVICES,,,879 3341,PARADISE,TX,76073-2444,(940) 210-0545,,,879 3341,PARADISE,TX,76073-2444,0,4,2019-12-10,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Metal: sheets, coils, rolls, Motor Vehicles, Logs, Poles, Beams, Lumber, Building Materials, Oilfield Equipment, Livestock, Grain, Feed, Hay, Utilities, Agricultural/Farm Supplies, Construction, "
3367809,,CARRIER,NOT AUTHORIZED,None,NPV TRANSPORT,,,3131 HAYES RD APT 506,HOUSTON,TX,77082,(786) 818-1907,,,3131 HAYES RD APT 506,HOUSTON,TX,77082-2661,1,2,2019-12-10,,"Auth. For Hire, ","Interstate, ","General Freight, OTHER, "
3367828,,CARRIER,NOT AUTHORIZED,None,MM3 ENTERPRISES LLC,,,504 WILLOW DR,GLADEWATER,TX,75647,(405) 792-6946,,,504 WILLOW DR,GLADEWATER,TX,75647-3054,1,3,2019-12-10,,"Auth. For Hire, ","Interstate, ","General Freight, "
3367906,,CARRIER,NOT AUTHORIZED,None,LEYVAS COAST 2 COAST LOGISTICS LLC,,,7122 COLE CREEK DR,HOUSTON,TX,77092,(941) 584-9868,,,7122 COLE CREEK DR,HOUSTON,TX,77092-1421,1,1,2019-12-10,,"Auth. For Hire, ","Interstate, ","General Freight, "
3367916,,CARRIER,NOT AUTHORIZED,None,L & E GODFREY TRUCKING LLC,,,3695 SCRANTON ST,BEAUMONT,TX,77703,(405) 792-6946,,,3695 SCRANTON ST,BEAUMONT,TX,77703-2931,1,1,2019-12-10,,"Auth. For Hire, ","Interstate, ","General Freight, "
